objectID,isHighlight,accessionNumber,accessionYear,isPublicDomain,primaryImage,primaryImageSmall,department,objectName,title,culture,period,dynasty,reign,portfolio,artistRole,artistPrefix,artistDisplayName,artistDisplayBio,artistSuffix,artistAlphaSort,artistNationality,artistBeginDate,artistEndDate,artistGender,artistWikidata_URL,artistULAN_URL,objectDate,objectBeginDate,objectEndDate,medium,dimensions,creditLine,geographyType,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rightsAndReproduction,linkResource,metadataDate,repository,objectURL,objectWikidata_URL,isTimelineWork,GalleryNumber,constituents.constituentID,constituents.role,constituents.name,constituents.constituentULAN_URL,constituents.constituentWikidata_URL,constituents.gender,measurements.elementName,measurements.elementDescription,measurements.elementMeasurements.Diameter,tags.term,tags.AAT_URL,tags.Wikidata_URL,measurements.elementMeasurements.Depth,measurements.elementMeasurements.Height,measurements.elementMeasurements.Width,measurements.elementMeasurements.Weight
39.0,False,18.11.10,1918,True,https://images.metmuseum.org/CRDImages/ad/original/37808.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/37808.jpg,The American Wing,Advertisement,Advertisement for Norwich Stone Ware Factory,American,,,,,,,,,,,,,,,,,1770–1800,1770.0,1800.0,Paper,11 x 9 in. (27.9 x 22.9 cm),"Rogers Fund, 1918",Made in,Norwich,Connecticut,,United States,New England,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/39,,False,,1082.0,Maker,Forestville Manufacturing Company,,,,Overall,,,Boats,http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q35872,13.0175,61.9,37.1,
40.0,False,46.140.143,1946,True,https://images.metmuseum.org/CRDImages/ad/original/174118.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/174118.jpg,The American Wing,Ale glass,Ale Glass,American,,,,,Maker,,New England Glass Company,"American, East Cambridge, Massachusetts, 1818–1888",,New England Glass Company,,1818,1888,,https://www.wikidata.org/wiki/Q17083157,http://vocab.getty.edu/page/ulan/500356007,1830–70,1830.0,1870.0,Pressed glass,H. 6 9/16 in. (16.7 cm); Diam. 3 in. (7.6 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,East Cambridge,Massachusetts,,United States,New England,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/40,,False,774,1082.0,Maker,Forestville Manufacturing Company,,,,Overall,,,Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163,13.0175,61.9,37.1,
41.0,False,46.140.864,1946,True,https://images.metmuseum.org/CRDImages/ad/original/187154.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/187154.jpg,The American Wing,Ale glass,Ale Glass,American,,,,,Maker,,Union Glass Company,"American, Somerville, Massachusetts",,Union Glass Company,American,,,,,,1850–70,1850.0,1870.0,Pressed glass,H. 6 1/4 in. (15.9 cm); Diam. 2 15/16 in. (7.5 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Somerville,Massachusetts,,United States,New England,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/41,,False,774,1083.0,Designer,Designed by Paulding Farnham,http://vocab.getty.edu/page/ulan/500336597,https://www.wikidata.org/wiki/Q13476260,,Other,Cover,12.2238,Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113,,10.795,,0.6001
42.0,False,60.58.1,1960,True,https://images.metmuseum.org/CRDImages/ad/original/172134.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/172134.jpg,The American Wing,Andiron,Andiron,American,,,,,,,,,,,,,,,,,1795–1810,1795.0,1810.0,"Brass, iron",30 7/8 x 25 x 13 7/8 in. (78.4 x 63.5 x 35.2 cm),"Sansbury-Mills Fund, 1960",Made in,New York,New York,,United States,Mid-Atlantic,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/42,,False,724,1083.0,Designer,Designed by Paulding Farnham,http://vocab.getty.edu/page/ulan/500336597,https://www.wikidata.org/wiki/Q13476260,,Other,Cover,12.2238,Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,,10.795,,0.6001
43.0,False,60.58.2,1960,True,https://images.metmuseum.org/CRDImages/ad/original/172134.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/172134.jpg,The American Wing,Andiron,Andiron,American,,,,,,,,,,,,,,,,,1795–1810,1795.0,1810.0,"Brass, iron",30 7/8 x 25 x 13 7/8 in. (78.4 x 63.5 x 35.2 cm),"Sansbury-Mills Fund, 1960",Made in,New York,New York,,United States,Mid-Atlantic,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/43,,False,724,1083.0,Designer,Designed by Paulding Farnham,http://vocab.getty.edu/page/ulan/500336597,https://www.wikidata.org/wiki/Q13476260,,Other,Cover,12.2238,Animals,http://vocab.getty.edu/page/aat/300249525,https://www.wikidata.org/wiki/Q729,,10.795,,0.6001
44.0,False,10.125.444a,1910,True,https://images.metmuseum.org/CRDImages/ad/original/17342.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/17342.jpg,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,ca. 1790,1787.0,1790.0,Brass,H. 27 in. (68.6 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/44,,False,774,1083.0,Designer,Designed by Paulding Farnham,http://vocab.getty.edu/page/ulan/500336597,https://www.wikidata.org/wiki/Q13476260,,Other,Cover,12.2238,Garlands,http://vocab.getty.edu/page/aat/300167386,https://www.wikidata.org/wiki/Q756600,,10.795,,0.6001
45.0,False,10.125.444b,1910,True,https://images.metmuseum.org/CRDImages/ad/original/17342.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/17342.jpg,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,ca. 1790,1787.0,1790.0,Brass,H. 27 in. (68.6 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/45,,False,774,1083.0,Designer,Designed by Paulding Farnham,http://vocab.getty.edu/page/ulan/500336597,https://www.wikidata.org/wiki/Q13476260,,Other,Body,,Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113,,47.9426,,
46.0,False,10.125.445a,1910,True,https://images.metmuseum.org/CRDImages/ad/original/12875.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/12875.jpg,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1700–1800,1700.0,1800.0,Brass,H. 16 in. (40.6 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/46,,False,,1083.0,Designer,Designed by Paulding Farnham,http://vocab.getty.edu/page/ulan/500336597,https://www.wikidata.org/wiki/Q13476260,,Other,Body,,Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,,47.9426,,
47.0,False,10.125.445b,1910,True,https://images.metmuseum.org/CRDImages/ad/original/12875.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/12875.jpg,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1700–1800,1700.0,1800.0,Brass,H. 16 in. (40.6 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/47,,False,,1083.0,Designer,Designed by Paulding Farnham,http://vocab.getty.edu/page/ulan/500336597,https://www.wikidata.org/wiki/Q13476260,,Other,Body,,Animals,http://vocab.getty.edu/page/aat/300249525,https://www.wikidata.org/wiki/Q729,,47.9426,,
48.0,False,10.125.446a,1910,False,,,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1770–1800,1770.0,1800.0,Iron,H. 17 in. (43.2 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/48,,False,774,1083.0,Designer,Designed by Paulding Farnham,http://vocab.getty.edu/page/ulan/500336597,https://www.wikidata.org/wiki/Q13476260,,Other,Body,,Garlands,http://vocab.getty.edu/page/aat/300167386,https://www.wikidata.org/wiki/Q756600,,47.9426,,
49.0,False,10.125.446b,1910,False,,,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1770–1800,1770.0,1800.0,Iron,H. 17 in. (43.2 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/49,,False,774,1083.0,Designer,Designed by Paulding Farnham,http://vocab.getty.edu/page/ulan/500336597,https://www.wikidata.org/wiki/Q13476260,,Overall,,,Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113,23.495,49.3713,33.0,10.977
50.0,False,10.125.447a,1910,True,https://images.metmuseum.org/CRDImages/ad/original/130480.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/130480.jpg,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1770–1800,1770.0,1800.0,Iron,H. 11 1/2 in. (29.2 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/50,,False,774,1083.0,Designer,Designed by Paulding Farnham,http://vocab.getty.edu/page/ulan/500336597,https://www.wikidata.org/wiki/Q13476260,,Overall,,,Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,23.495,49.3713,33.0,10.977
51.0,False,10.125.447b,1910,True,https://images.metmuseum.org/CRDImages/ad/original/130480.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/130480.jpg,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1770–1800,1770.0,1800.0,Iron,H. 11 1/2 in. (29.2 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/51,,False,774,1083.0,Designer,Designed by Paulding Farnham,http://vocab.getty.edu/page/ulan/500336597,https://www.wikidata.org/wiki/Q13476260,,Overall,,,Animals,http://vocab.getty.edu/page/aat/300249525,https://www.wikidata.org/wiki/Q729,23.495,49.3713,33.0,10.977
52.0,False,10.125.452a,1910,True,https://images.metmuseum.org/CRDImages/ad/original/12875.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/12875.jpg,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1700–1800,1700.0,1800.0,Bell metal,H. 16 1/2 in. (41.9 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/52,,False,,1083.0,Designer,Designed by Paulding Farnham,http://vocab.getty.edu/page/ulan/500336597,https://www.wikidata.org/wiki/Q13476260,,Overall,,,Garlands,http://vocab.getty.edu/page/aat/300167386,https://www.wikidata.org/wiki/Q756600,23.495,49.3713,33.0,10.977
53.0,False,10.125.452b,1910,True,https://images.metmuseum.org/CRDImages/ad/original/12875.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/12875.jpg,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1700–1800,1700.0,1800.0,Bell metal,H. 16 1/2 in. (41.9 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/53,,False,774,162539.0,Manufacturer,Manufactured by Tiffany &amp; Co.,http://vocab.getty.edu/page/ulan/500330306,https://www.wikidata.org/wiki/Q1066858,,Other,Cover,12.2238,Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113,,10.795,,0.6001
56.0,False,10.125.454a,1910,True,https://images.metmuseum.org/CRDImages/ad/original/12875.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/12875.jpg,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1800–1830,1800.0,1830.0,Bell metal,H. 23 in. (58.4 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/56,,False,774,162539.0,Manufacturer,Manufactured by Tiffany &amp; Co.,http://vocab.getty.edu/page/ulan/500330306,https://www.wikidata.org/wiki/Q1066858,,Other,Cover,12.2238,Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,,10.795,,0.6001
57.0,False,10.125.454b,1910,True,https://images.metmuseum.org/CRDImages/ad/original/12875.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/12875.jpg,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1800–1830,1800.0,1830.0,Bell metal,H. 23 in. (58.4 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/57,,False,774,162539.0,Manufacturer,Manufactured by Tiffany &amp; Co.,http://vocab.getty.edu/page/ulan/500330306,https://www.wikidata.org/wiki/Q1066858,,Other,Cover,12.2238,Animals,http://vocab.getty.edu/page/aat/300249525,https://www.wikidata.org/wiki/Q729,,10.795,,0.6001
58.0,False,10.125.499a,1910,False,,,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1800–1900,1800.0,1900.0,Iron,H. 16 in. (40.6 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/58,,False,,162539.0,Manufacturer,Manufactured by Tiffany &amp; Co.,http://vocab.getty.edu/page/ulan/500330306,https://www.wikidata.org/wiki/Q1066858,,Other,Cover,12.2238,Garlands,http://vocab.getty.edu/page/aat/300167386,https://www.wikidata.org/wiki/Q756600,,10.795,,0.6001
59.0,False,10.125.499b,1910,False,,,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1800–1900,1800.0,1900.0,Iron,H. 16 in. (40.6 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/59,,False,,162539.0,Manufacturer,Manufactured by Tiffany &amp; Co.,http://vocab.getty.edu/page/ulan/500330306,https://www.wikidata.org/wiki/Q1066858,,Other,Body,,Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113,,47.9426,,
62.0,False,22.120.1,1922,True,https://images.metmuseum.org/CRDImages/ad/original/50662.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/50662.jpg,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,ca. 1800,1797.0,1800.0,Brass,22 1/2 x 23 in. (57.2 x 58.4 cm),"Rogers Fund, 1922",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/62,,False,741,162539.0,Manufacturer,Manufactured by Tiffany &amp; Co.,http://vocab.getty.edu/page/ulan/500330306,https://www.wikidata.org/wiki/Q1066858,,Other,Body,,Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,,47.9426,,
63.0,False,22.120.2,1922,True,https://images.metmuseum.org/CRDImages/ad/original/50662.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/50662.jpg,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,ca. 1800,1797.0,1800.0,Brass,22 1/2 x 23 in. (57.2 x 58.4 cm),"Rogers Fund, 1922",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/63,,False,741,162539.0,Manufacturer,Manufactured by Tiffany &amp; Co.,http://vocab.getty.edu/page/ulan/500330306,https://www.wikidata.org/wiki/Q1066858,,Other,Body,,Animals,http://vocab.getty.edu/page/aat/300249525,https://www.wikidata.org/wiki/Q729,,47.9426,,
64.0,False,23.80.14,1923,True,https://images.metmuseum.org/CRDImages/ad/original/52601.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/52601.jpg,The American Wing,Andiron,Andiron,American,,,,,,,,,,,,,,,,,1795–1810,1795.0,1810.0,"Brass, iron",25 1/4 x 21 1/2 x 13 1/2 in. (64.1 x 54.6 x 34.3 cm),"Gift of Mr. and Mrs. William A. Moore, 1923",Made in,New York,New York,,United States,Mid-Atlantic,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/64,,False,728,162539.0,Manufacturer,Manufactured by Tiffany &amp; Co.,http://vocab.getty.edu/page/ulan/500330306,https://www.wikidata.org/wiki/Q1066858,,Other,Body,,Garlands,http://vocab.getty.edu/page/aat/300167386,https://www.wikidata.org/wiki/Q756600,,47.9426,,
65.0,False,23.80.15,1923,True,https://images.metmuseum.org/CRDImages/ad/original/52601.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/52601.jpg,The American Wing,Andiron,Andiron,American,,,,,,,,,,,,,,,,,1795–1810,1795.0,1810.0,"Brass, iron",25 1/4 x 21 1/2 x 13 1/2 in. (64.1 x 54.6 x 34.3 cm),"Gift of Mr. and Mrs. William A. Moore, 1923",Made in,New York,New York,,United States,Mid-Atlantic,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/65,,False,728,162539.0,Manufacturer,Manufactured by Tiffany &amp; Co.,http://vocab.getty.edu/page/ulan/500330306,https://www.wikidata.org/wiki/Q1066858,,Overall,,,Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113,23.495,49.3713,33.0,10.977
68.0,False,30.120.83,1930,True,https://images.metmuseum.org/CRDImages/ad/original/81112.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/81112.jpg,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1760–80,1760.0,1780.0,"Brass, iron",H. 23 1/2 in. (59.7 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1930",,,,,,,,,,,,,,,2021-06-22T04:40:18.937Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/68,,False,719,162539.0,Manufacturer,Manufactured by Tiffany &amp; Co.,http://vocab.getty.edu/page/ulan/500330306,https://www.wikidata.org/wiki/Q1066858,,Overall,,,Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,23.495,49.3713,33.0,10.977
69.0,False,30.120.84,1930,True,https://images.metmuseum.org/CRDImages/ad/original/81112.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/81112.jpg,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1760–80,1760.0,1780.0,"Brass, iron",H. 23 1/2 in. (59.7 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1930",,,,,,,,,,,,,,,2021-06-22T04:40:18.937Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/69,,False,719,162539.0,Manufacturer,Manufactured by Tiffany &amp; Co.,http://vocab.getty.edu/page/ulan/500330306,https://www.wikidata.org/wiki/Q1066858,,Overall,,,Animals,http://vocab.getty.edu/page/aat/300249525,https://www.wikidata.org/wiki/Q729,23.495,49.3713,33.0,10.977
70.0,False,34.90.1,1934,True,https://images.metmuseum.org/CRDImages/ad/original/98546.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/98546.jpg,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1750–65,1750.0,1765.0,"Bell metal, possibly iron",18 1/2 x 22 1/4 x 13 1/2 in. (47 x 56.5 x 34.3 cm),"Rogers Fund, 1934",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/70,,False,774,162539.0,Manufacturer,Manufactured by Tiffany &amp; Co.,http://vocab.getty.edu/page/ulan/500330306,https://www.wikidata.org/wiki/Q1066858,,Overall,,,Garlands,http://vocab.getty.edu/page/aat/300167386,https://www.wikidata.org/wiki/Q756600,23.495,49.3713,33.0,10.977
71.0,False,34.90.2,1934,True,https://images.metmuseum.org/CRDImages/ad/original/98546.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/98546.jpg,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1750–65,1750.0,1765.0,"Bell metal, possibly iron",18 1/2 x 22 1/4 x 13 1/2 in. (47 x 56.5 x 34.3 cm),"Rogers Fund, 1934",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/71,,False,774,1085.0,Maker,Conrad Henninger,,,,Overall,,,,,,87.6302,101.6,64.8,
72.0,False,36.31.1,1936,False,,,The American Wing,Andiron,Andiron,American,,,,,,,,,,,,,,,,,1750–80,1750.0,1780.0,"Brass, iron",21 x 21 x 13 1/2 in. (53.3 x 53.3 x 34.3 cm),"Morris K. Jesup Fund, 1936",Made in,Philadelphia,Pennsylvania,,United States,Mid-Atlantic,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/72,,False,774,164285.0,Maker,Pierre Stephan,http://vocab.getty.edu/page/ulan/500100483,,,Overall,,,Cannons,http://vocab.getty.edu/page/aat/300036936,https://www.wikidata.org/wiki/Q81103,,30.5,,
73.0,False,36.31.2,1936,False,,,The American Wing,Andiron,Andiron,American,,,,,,,,,,,,,,,,,1750–80,1750.0,1780.0,"Brass, iron",21 x 21 x 13 1/2 in. (53.3 x 53.3 x 34.3 cm),"Morris K. Jesup Fund, 1936",Made in,Philadelphia,Pennsylvania,,United States,Mid-Atlantic,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/73,,False,774,164285.0,Maker,Pierre Stephan,http://vocab.getty.edu/page/ulan/500100483,,,Overall,,,Swords,http://vocab.getty.edu/page/aat/300037048,https://www.wikidata.org/wiki/Q12791,,30.5,,
74.0,False,37.15.1,1937,True,https://images.metmuseum.org/CRDImages/ad/original/110314.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/110314.jpg,The American Wing,Andiron,Andiron,,,,,,,,,,,,,,,,,,1770–1800,1770.0,1800.0,Iron,30 3/4 x 28 in. (78.1 x 71.1 cm),"Purchase, The Sylmaris Collection, Gift of George Coe Graves, by exchange, 1937",,,,,,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/74,,False,,164285.0,Maker,Pierre Stephan,http://vocab.getty.edu/page/ulan/500100483,,,Overall,,,Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,,30.5,,
